System_Ref,FIS_Provider_Name,Day,Start_Time,End_Time
1420,Streatham Library,Wednesday,11:00 AM,8:00 PM
1420,Streatham Library,Thursday,11:00 AM,6:00 PM
1420,Streatham Library,Friday,11:00 AM,6:00 PM
1420,Streatham Library,Saturday,9:00 AM,5:00 PM
1420,Streatham Library,Sunday,12:00 PM,5:00 PM
1445,Waterloo Library,Monday,10:30 AM,4:00 PM
1445,Waterloo Library,Tuesday,10:30 AM,4:00 PM
1445,Waterloo Library,Thursday,10:30 AM,4:00 PM
1445,Waterloo Library,Friday,10:30 AM,4:00 PM
1445,Waterloo Library,Wednesday,10:30 AM,4:00 PM
1450,West Norwood Library,Monday,11:00 AM,8:00 PM
1450,West Norwood Library,Wednesday,11:00 AM,6:00 PM
1450,West Norwood Library,Thursday,11:00 AM,8:00 PM
1450,West Norwood Library,Friday,10:00 AM,6:00 PM
1450,West Norwood Library,Saturday,10:00 AM,6:00 PM
1450,West Norwood Library,Sunday,1:00 PM,5:00 PM
1450,West Norwood Library,Tuesday,11:00 AM,8:00 PM
1491,Slade Gardens Play And Stay,Wednesday,10:00 AM,1:00 PM
1491,Slade Gardens Play And Stay,Friday,10:00 AM,1:00 PM
1491,Slade Gardens Play And Stay,Thursday,10:00 AM,1:00 PM
1514,Kennington Park Centre Stay And Play,Tuesday,10:00 AM,1:00 PM
1514,Kennington Park Centre Stay And Play,Wednesday,10:00 AM,1:00 PM
1514,Kennington Park Centre Stay And Play,Thursday,11:00 AM,2:00 PM
1517,Vauxhall Primary School - Breakfast Club,Monday,8:30 AM,8:45 AM
1517,Vauxhall Primary School - Breakfast Club,Tuesday,8:30 AM,8:45 AM
1517,Vauxhall Primary School - Breakfast Club,Wednesday,8:30 AM,8:45 AM
1517,Vauxhall Primary School - Breakfast Club,Thursday,8:30 AM,8:45 AM
1517,Vauxhall Primary School - Breakfast Club,Friday,8:30 AM,8:45 AM
1519,Kennington Park Centre Adventure Playground,Wednesday,3:30 PM,6:30 PM
1525,Streatham Vale Stay And Play,Saturday,1:00 PM,3:30 PM
1612,Friday Youth Club @ Slade Gardens Adventure Playground,Friday,6:30 PM,9:00 PM
1616,Streatham Adventure Playground,Tuesday,3:30 PM,5:30 PM
1616,Streatham Adventure Playground,Wednesday,3:30 PM,5:30 PM
1616,Streatham Adventure Playground,Thursday,3:30 PM,5:30 PM
1616,Streatham Adventure Playground,Saturday,12:00 PM,4:00 PM
1657,Flaxman Sports Centre,Monday,6:30 AM,10:00 PM
1657,Flaxman Sports Centre,Tuesday,6:30 AM,10:00 PM
1657,Flaxman Sports Centre,Wednesday,6:30 AM,10:00 PM
1657,Flaxman Sports Centre,Thursday,6:30 AM,10:00 PM
1657,Flaxman Sports Centre,Friday,6:30 AM,10:00 PM
1657,Flaxman Sports Centre,Saturday,9:00 AM,5:00 PM
1657,Flaxman Sports Centre,Sunday,9:00 AM,5:00 PM
1658,Clapham Leisure Centre,Monday,6:00 AM,10:00 PM
1658,Clapham Leisure Centre,Tuesday,6:00 AM,10:00 PM
1658,Clapham Leisure Centre,Wednesday,6:00 AM,10:00 PM
1658,Clapham Leisure Centre,Thursday,6:00 AM,10:00 PM
1658,Clapham Leisure Centre,Friday,6:00 AM,10:00 PM
1658,Clapham Leisure Centre,Saturday,8:00 AM,8:00 PM
1658,Clapham Leisure Centre,Sunday,8:00 AM,8:00 PM
1678,Streatham Ice And Leisure Centre,Monday,6:00 AM,10:00 PM
1678,Streatham Ice And Leisure Centre,Tuesday,6:00 AM,10:00 PM
1678,Streatham Ice And Leisure Centre,Wednesday,6:00 AM,10:00 PM
1678,Streatham Ice And Leisure Centre,Thursday,6:00 AM,10:00 PM
1678,Streatham Ice And Leisure Centre,Friday,6:00 AM,10:00 PM
1678,Streatham Ice And Leisure Centre,Saturday,7:00 AM,7:00 PM
1678,Streatham Ice And Leisure Centre,Sunday,7:00 AM,7:00 PM
1706,Clapham Manor - Breakfast Club,Monday,7:50 AM,9:00 AM
1706,Clapham Manor - Breakfast Club,Tuesday,7:50 AM,9:00 AM
1706,Clapham Manor - Breakfast Club,Wednesday,7:50 AM,9:00 AM
1706,Clapham Manor - Breakfast Club,Thursday,7:50 AM,9:00 AM
1706,Clapham Manor - Breakfast Club,Friday,7:50 AM,9:00 AM
1841,Coin Street Neighbourhood Centre - Healthy Eating 0 - 5 Yrs,Friday,10:00 AM,11:30 AM
1856,Coin Street Neighbourhood Centre - Holiday Playscheme,Monday,8:00 AM,6:00 PM
1856,Coin Street Neighbourhood Centre - Holiday Playscheme,Tuesday,8:00 AM,6:00 PM
1856,Coin Street Neighbourhood Centre - Holiday Playscheme,Wednesday,8:00 AM,6:00 PM
1856,Coin Street Neighbourhood Centre - Holiday Playscheme,Thursday,8:00 AM,6:00 PM
1856,Coin Street Neighbourhood Centre - Holiday Playscheme,Friday,8:00 AM,6:00 PM
1930,Rough Sleepers Space,Monday,9:00 AM,10:30 AM
1930,Rough Sleepers Space,Tuesday,9:00 AM,10:30 AM
1930,Rough Sleepers Space,Wednesday,9:00 AM,11:00 AM
1930,Rough Sleepers Space,Thursday,9:00 AM,11:00 AM
1930,Rough Sleepers Space,Friday,9:00 AM,10:30 AM
1931,Open Access Drop-In,Tuesday,10:30 AM,2:00 PM
1932,Women's Space,Monday,11:00 AM,1:30 PM
1932,Women's Space,Friday,11:00 AM,1:30 PM
1938,Whippersnappers,Monday,10:00 AM,5:00 PM
1938,Whippersnappers,Tuesday,10:00 AM,5:00 PM
1938,Whippersnappers,Wednesday,10:00 AM,5:00 PM
1938,Whippersnappers,Thursday,10:00 AM,5:00 PM
1938,Whippersnappers,Friday,10:00 AM,5:00 PM
1941,Camberwell Sexual Health Centre,Monday,8:00 AM,3:00 PM
1941,Camberwell Sexual Health Centre,Tuesday,8:00 AM,3:00 PM
1941,Camberwell Sexual Health Centre,Wednesday,12:00 PM,7:00 PM
1941,Camberwell Sexual Health Centre,Thursday,10:00 AM,5:00 PM
1941,Camberwell Sexual Health Centre,Friday,10:00 AM,5:00 PM
2032,Saturday Classe,Saturday,10:30 AM,1:30 PM
2054,Art4space,Monday,9:00 AM,5:00 PM
2054,Art4space,Tuesday,9:00 AM,5:00 PM
2054,Art4space,Wednesday,9:00 AM,5:00 PM
2054,Art4space,Thursday,9:00 AM,5:00 PM
2054,Art4space,Friday,9:00 AM,5:00 PM
2113,St Michael's Fellowship,Monday,9:00 AM,5:00 PM
2113,St Michael's Fellowship,Tuesday,9:00 AM,5:00 PM
2113,St Michael's Fellowship,Wednesday,9:00 AM,5:00 PM
2113,St Michael's Fellowship,Thursday,9:00 AM,5:00 PM
2113,St Michael's Fellowship,Friday,9:00 AM,5:00 PM
2124,High Trees Community Development Trust,Monday,10:00 AM,5:00 PM
2124,High Trees Community Development Trust,Tuesday,10:00 AM,5:00 PM
2124,High Trees Community Development Trust,Wednesday,10:00 AM,5:00 PM
2124,High Trees Community Development Trust,Thursday,10:00 AM,5:00 PM
2124,High Trees Community Development Trust,Friday,10:00 AM,5:00 PM
2279,Rathbone Youth Service,Tuesday,5:00 PM,9:00 PM
2279,Rathbone Youth Service,Thursday,5:00 PM,9:00 PM
2279,Rathbone Youth Service,Friday,5:00 PM,9:00 PM
2312,Wyvil Language Centre,Monday,8:50 AM,3:10 PM
2312,Wyvil Language Centre,Tuesday,8:50 AM,3:10 PM
2312,Wyvil Language Centre,Wednesday,8:50 AM,3:10 PM
2312,Wyvil Language Centre,Thursday,8:50 AM,3:10 PM
2312,Wyvil Language Centre,Friday,8:50 AM,3:10 PM
2321,Home-Start Lambeth,Monday,9:30 AM,5:00 PM
2321,Home-Start Lambeth,Tuesday,9:30 AM,5:00 PM
2321,Home-Start Lambeth,Wednesday,9:30 AM,5:00 PM
2321,Home-Start Lambeth,Thursday,9:30 AM,5:00 PM
2321,Home-Start Lambeth,Friday,9:30 AM,5:00 PM
2665,Hill Mead Primary School - Breakfast Club,Monday,7:30 AM,8:55 AM
2665,Hill Mead Primary School - Breakfast Club,Tuesday,7:30 AM,8:55 AM
2665,Hill Mead Primary School - Breakfast Club,Wednesday,7:30 AM,8:55 AM
2665,Hill Mead Primary School - Breakfast Club,Thursday,7:30 AM,8:55 AM
2665,Hill Mead Primary School - Breakfast Club,Friday,7:30 AM,8:55 AM
2701,Special Educational Needs (SEND),Monday,9:00 AM,5:00 PM
2701,Special Educational Needs (SEND),Tuesday,9:00 AM,5:00 PM
2701,Special Educational Needs (SEND),Wednesday,9:00 AM,5:00 PM
2701,Special Educational Needs (SEND),Thursday,9:00 AM,5:00 PM
