System_Ref,Name,Provider_Type_Description,First_Line,Second_Line,Third_Line,Locality,Town,Post_Code,Easting,Northing,Upload_to_FIDy
10040,Citizens Advice At Stockwell Children's Centre,Children's Centre Financial Advice,Stockwell Children's Centre ,Burgoyne Road,,,London,SW9 9QJ,530723,175854,FSD
11367,Mosaic Course At Jessop Children's Centre,Children's Centre Adult Learning,Jessop Children's Centre,Lowden Road,,,London,SE24 0BJ,532044,175196,FSD
10689,Baby Sensory Play At Stockwell Children's Centre,Children's Centre Activities,Stockwell Children's Centre,Burgoyne Road,,,London,SW9 9QJ,530743,175825,FSD
11190,Women's Advice Surgery At Liz Atkinson Children's Centre,Children's Centre Activities,Liz Atkinson Children's Centre,Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
10048,Child Health Clinic At Stockwell Children's Centre,Children's Centre Health Visiting,Stockwell Children's Centre ,Burgoyne Road,,,London,SW9 9QJ,530743,175825,FSD
11092,Stay And Play At Stockwell Children's Centre,Children's Centre Stay And Play,Stockwell Children's Centre,Burgoyne Road,,,London,SW9 9QJ,530723,175854,FSD
10036,Spanish And Portuguese Chat And Play At Stockwell Children's Centre,Children's Centre Esol,Stockwell Children's Centre,Burgoyne Road,,,London,SW9 9QJ,530737,175833,FSD
10041,Get Going With Sewing At Stockwell Children's Centre,Children's Centre Adult Learning,Stockwell Primary School,Stockwell Road,,,London,SW9 9TG,530821,175861,FSD
10963,Stay And Play At Jessop Children's Centre,Children's Centre Stay And Play,Jessop Children's Centre,Lowden Road,,,London,SE24 0BJ,532022,175138,FSD
10964,Chat And Play At Liz Atkinson Children's Centre,Children's Centre Stay And Play,Liz Atkinson Children's Centre,9 Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
11171,Natural Thinkers Family Fun At Liz Atkinson Children's Centre,Children's Centre Stay And Play,Liz Atkinson Children's Centre,Mostyn Road,,,London,SW9 6PH,531254,176552,FSD
10038,Chattertime At Stockwell Children's Centre,Speech And Language Therapy,Stockwell Children's Centre,Burgoyne Road,,,London,SW9 9QJ,530737,175833,FSD
10052,Stay And Play At Liz Atkinson Children's Centre,Children's Centre Stay And Play,Liz Atkinson Children's Centre,9 Mostyn Road,,,London,SW9 6PH,531390,176521,FSD
10055,Toddler Story And Song Time At Stockwell Children's Centre,Children's Centre Stay And Play,Stockwell Children's Centre,Burgoyne Road,,,London,SW9 9QJ,530752,175811,FSD
10061,Brixton Stockwell Better Start Area: Stockwell Children's Centre,Children's Centre,Burgoyne Road,,,,London,SW9 9QJ,530723,175854,FSD
10062,Brixton Stockwell Better Start Area: Jessop Children's Centre,Children's Centre,Jessop School,Lowden Road,,,London,SE24 0BJ,532000,175160,FSD
10063,Brixton Stockwell Better Start Area: Liz Atkinson Children's Centre,Children's Centre,Mostyn Road,,,,London,SW9 6PH,531216,176530,FSD
10074,Streatham Better Start Area: Hitherfield Children's Centre,Children's Centre,Hitherfield Children's Centre,Hitherfield Road,,,London,SW16 2LW,531057,172409,FSD
10076,Streatham Better Start Area: Sunnyhill Children's Centre,Children's Centre,Sunnyhill Primary School,Sunnyhill Road,,,London,SW16 2UW,530786,171686,FSD
10077,Streatham Better Start Area: Streatham Hub Children's Centre,Children's Centre,Streatham United Reformed Church,388 Streatham High Road,,,London,SW16 6HX,530033,171129,FSD
10119,Baby Explorers At Hitherfield Children's Centre,Children's Centre Stay And Play,Hitherfield Children's Centre,Hitherfield Road,,,London,SW16 2LW,531057,172409,FSD
10932,Chat And Play With A Better Start Worker At Benton's Lane Children's Centre,Parenting Support,Benton's Lane Children's Centre ,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
10117,Small Group Stay And Play 0 To 4 Years At Streatham Hub Children's Centre,Children's Centre Stay And Play,Streatham Hub Children's Centre     ,Streatham United Reformed Church,388 Streatham High Road,,London,SW16 6HX,530033,171129,FSD
10693,Chat And Play With A Better Start Worker At Sunnyhill Children's Centre,Children's Centre Stay And Play,Sunnyhill Children's Centre,Harborough Road,,,London,SW16 2UW,530614,171713,FSD
11368,Early Words Together - 2 Years Literacy Development At Hitherfield Children's Centre,Speech And Language Therapy,Hillside Gardens One O'Clock Club,Hillside Road,,,London,SW2 3HL,531034,172693,FSD
11167,Chattertime At Benton's Lane Children's Centre,Speech And Language Therapy,Benton's Lane Children's centre,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
10952,Chattertime At Sunnyhill Children's Centre,Speech And Language Therapy,Sunnyhill Children's Centre ,Harborough Road,,,London,SW16 2XW,530798,171889,FSD
10930,Making It Real @ Benton's Lane,Speech And Language Therapy,Benton's Lane Children's Centre,Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
11122,Baby Explorers At Streatham Hub Children's Centre,Children's Centre Stay And Play,Streatham Hub Children's Centre,388 Streatham High Road,,,London,SW16 6HX,530033,171129,FSD
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,Children's Centre Stay And Play,Hillside One O'Clock Club,Hillside Road,,,London,SW2 3HL,531026,172680,FSD
10927,Messy Play At Benton's Lane Children's Centre,Children's Centre Stay And Play,Benton's Lane Children's Centre ,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
10929,Stay And Play At Sunnyhill Children's Centre,Children's Centre Stay And Play,Sunnyhill Children's Centre ,Harborough Road,,,London,SW16 2XW,530783,171862,FSD
10948,Small Group Baby Explorers 0 To18 Months At Sunnyhill Children's Centre,Children's Centre Stay And Play,Sunnyhill Children's Centre,Harborough Road,,,London,SW16 2XW,530798,171889,FSD
11168,Childminders And Professional Carers' Group Benton's Lane Children's Centre,Children's Centre Stay And Play,Hillside Gardens One O'Clock Club ,Hillside Road,,,London,SW2 3HL,531026,172680,FSD
10934,Natural Thinkers At Hillside Gardens One O'Clock Club,Children's Centre Stay And Play,Hillside Gardens One O'Clock Club ,Hillside Road,,,London,SW2 3HL,531026,172680,FSD
10922,Small Group Baby Explorers 0 To 18 Months At Benton's Lane Children's Centre,Children's Centre Stay And Play,Benton's Lane Children's Centre,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
10923,Small Group Stay And Play 0 To 4 Years At Benton's Lane Children's Centre,Children's Centre Stay And Play,Benton's Lane Children's Centre ,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
10957,Small Group Stay And Play 0 To 4 Years At Hitherfield Children's Centre,Children's Centre Stay And Play,Hitherfield Children's Centre,Hitherfield Road,,,London,SW16 2LW,531018,172443,FSD
10958,Small Group A.S.D. Stay And Play At Hillside Gardens One O'Clock Club,Children's Centre Stay And Play,Hillside Gardens One O'Clock Club,Hillside Road,,,London,SW2 3HL,531034,172693,FSD
10122,E.S.O.L. At Benton's Lane Children's Centre,Children's Centre Esol,Benton's Lane Children's Centre  ,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
11120,Play Out! 18 Months To 4 Years At Hitherfield Children's Centre,Children's Centre Stay And Play,Hitherfield Children's Centre ,Hitherfield Road,,,London,SW16 2LW,530982,172469,FSD
11394,Play Out! At Benton's Lane Children's Centre,Children's Centre Stay And Play,BBenton's Lane Children's Centre,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
11395,Meet And Greet For New Parents And Children At Benton's Lane Children's Centre,Children's Centre Activities,Benton's Lane  Children's Centre ,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
10187,Baby Massage At Sunnyhill Children's Centre,Children's Centre Activities,Sunnyhill Children's Centre ,Harborough Road,,,London,SW16 2XW,530772,171847,FSD
10118,Meet and Greet for New Parents and Children at Sunnyhill Children''s Centre,Children's Centre Activities,Sunnyhill Children's Centre,Harborough Road,,,London,SW16 2XW,530833,171928,FSD
10924,Employment And Training Support  At Benton's Lane Children's Centre,Children's Centre Employment Support,Benton's Lane Children's Centre ,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
11121,Get Going With Sewing At Benton's Lane Children's Centre,Children's Centre Adult Learning,Benton's Lane Children's Centre ,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
11125,Baby Massage 0 To 6 Months  At Benton's Lane Children's Centre,Children's Centre Adult Learning,Benton's Lane Children's Centre,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
10938,Making It Real At Hitherfield Children's Centre,Children's Centre Adult Learning,Hitherfield Children’s Centre,Hitherfield Road,,,London,SW16 2LW,531057,172409,FSD
10944,Chat And Play With A Better Start Worker At Streatham Hub Children's Centre,Children's Centre Adult Learning,Streatham Hub Children's Centre,Streatham United Reformed Church ,388 Streatham High Road,,London,SW16 6HX,530033,171129,FSD
10947,Move And Groove At Sunnyhill Children's Centre,Children's Centre Adult Learning,Sunnyhill Children's Centre,Harborough Road,,,London,SW16 2XW,530764,171857,FSD
10926,Keeping It Real At Benton's Lane Children's Centre,Children's Centre Adult Learning,Benton's Lane Children's Centre ,18 Benton's Lane,,,London,SE27 9UD,532372,171471,FSD
11148,Making It Real At Ethelred Children's Centre,Children's Centre Adult Learning,Ethelred Children's Centre ,Gundulf Street,,,London,SE11 6BG,531196,178575,FSD
10027,Employment Support At Ethelred Children's Centre,Children's Centre Employment Support,Ethelred Children's Centre ,Gundulf Street,,,London,SE11 6BG,531196,178575,FSD
11135,Health Visitors Development Reviews At Ethelred Children's Centre,Children's Centre Health Visiting,Ethelred Children's Centre,Gundulf Street,,,London,SE11 6BG,531196,178575,FSD
11162,Cook Up With St Michaels At Henry Fawcett Children's Centre,Children's Centre Activities,Henry Fawcett Children's Centre,Clayton Street,,,London,SE11 5BZ,531198,177885,FSD
11355,Specialist Infant Feeding One One  Session At Henry Fawcett Children''s Centre,Children's Centre Health Visiting,Henry Fawcett Children's Centre,Clayton Street,,,London,SE11 5BZ,531198,177885,FSD
11357,Child Health Clinic At Henry Fawcett Chidlren's Centre,Children's Centre Health Visiting,Henry Fawcett Children's Centre,Clayton Street,,,London,SE11 5BZ,531198,177885,FSD
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,Children's Centre Stay And Play,Ethelred Children's Centre,1 Gundulf Street,London,,London,SE11 6BG,,,FSD
11084,Natural Thinkers At Ethelred Children's Centre,Children's Centre Stay And Play,Ethelred Children's Centre ,Gundulf Street,,,London,SE11 6BG,531196,178575,FSD
11358,Illustrate A Book With Morley College At Ethelred Children's Centre,Children's Centre Adult Learning,Ehelred Children's Centre ,Gundulf Street,,,London,SE11 6BG,531196,178575,FSD
11153,Toddlers Explorers - 9 Months And Over At Ethelred Children's Centre,Children's Centre Stay And Play,Ethelred Children's Centre,Gundulf Street,,,London,SE11 6BG,531196,178575,FSD
10069,Baby Explorers At Henry Fawcett Children's Centre,Children's Centre Stay And Play,Henry Fawcett Children's Centre,Clayton Street,,,London,SE11 5BZ,531198,177885,FSD
10029,Chattertime At Ethelred Children's Centre - Invite Only,Speech And Language Therapy,Ethelred Children's Centre ,Gundulf Street,,,London,SE11 6BG,531196,178575,FSD
10049,North Lambeth Better Start Area: Henry Fawcett Children's Centre,Children's Centre,Henry Fawcett Primary School,Clayton Street,,,London,SE11 5BZ,531198,177885,FSD
10047,North Lambeth Better Start Area: Ethelred Children's Centre,Children's Centre,1 Gundulf Street,,,,London,SE11 6BG,531196,178575,FSD
10060,North Lambeth Better Start Area: St Stephen's Children's Centre,Children's Centre,1 Meadow Place,,,,London,SW8 1XZ,530431,177287,FSD
11149,S.E.N.D. 1:1 Sessions (By Invite Only) At Ethelred Children's Centre,Support & Advice,Ethelred Children's Centre ,Gundulf Street,,,London,SE11 6BG,531196,178575,FSD
10759,Messy Play At Clapham Manor Children's Centre,Stay And Play One O'Clock Club,Clapham Manor Children's Centre,Belmont Close,,,London,SW4 6AT,529512,175691,FSD
10084,Clapham And Brixton Hill Better Start Area: Maytree Children's Centre,Children's Centre,Allingham Road,,,,London,SW4 8EG,529962,174150,FSD
10085,Clapham And Brixton Hill Better Start Area - Clapham Manor Children's Centre,Children's Centre,Belmont Close,,,,London,SW4 6AT,529512,175691,FSD
10086,Clapham And Brixton Hill Better Start Area: Tree House Children's Centre,Children's Centre,Holmewood Nursery School,Upper Tulse Hill,,,London,SW2 2RW,530704,173733,FSD
10171,Lambeth Talking Therapies At Tree House Children's Centre,Speech And Language Therapy,Tree house Children's Centre,66 Upper Tulse Hill,,,London,SW2 2RW,530704,173733,FSD
10174,Chattertime At Maytree Children's Centre,Speech And Language Therapy,Maytree Children's Centre,4 Allingham Road,,,London,SW4 8EG,529959,174165,FSD
10141,Introduction To Solid Foods At Clapham Manor Children's Centre,Diet And Nutrition,Clapham Manor Children's Centre,16 Belmont Close,,,London,SW4 6AT,529512,175691,FSD
10322,Baby Singalong At Maytree Children's Centre,Children's Centre Stay And Play,Maytree Children's Centre,4 Allingham Road,,,London,SW4 8EG,529959,174165,FSD
10130,Toddler Time At Clapham Manor Children's Centre,Children's Centre Stay And Play,Clapham Manor Children's Centre,16 Belmont Close,,,London,SW4 6AT,529512,175691,FSD
10132,Messy Play Small Group At Tree House Children's Centre,Children's Centre Stay And Play,Tree House Children's Centre,Upper Tulse Hill,,,London,SW2 2RW,530737,173732,FSD
10135,Stay And Play At Clapham Manor Children's Centre,Children's Centre Stay And Play,Clapham Manor Children's Centre,16 Belmont Close,,,London,SW4 6AT,529512,175691,FSD
10138,Stay And Play At Tree House Children's Centre,Children's Centre Stay And Play,Tree House Children's Centre,66 Upper Tulse Hill,,,London,SW2 2RW,530704,173733,FSD
11191,Leap - Chattertime At Tree House Children's Centre,Speech And Language Therapy,Tree House Children's Centre,Upper Tulse Hill,,,London,SW2 2RW,530734,173760,FSD
11370,Chattertime At Tree House Children's Centre,Speech And Language Therapy,Tree House Children's Centre,66 Upper Tulse Hill,,,London,SW2 2RW,530704,173733,FSD
10150,Baby Explorers At Clapham Manor Children's Centre,Children's Centre Stay And Play,Clapham Manor Children's Centre Children,16 Belmont Close,,,London,SW4 6AT,529512,175691,FSD
10152,Sensory Room Experience @ Clapham Manor Children's Centre,Children's Centre Stay And Play,Clapham Manor Children's Centre ,16 Belmont Close,,,London,SW4 6AT,529512,175691,FSD
10195,Wriggle And Rhyme At Tree House Children's Centre,Children's Centre Stay And Play,Tree House Children's Centre,66 Upper Tulse Hill,,,London,SW2 2RW,530704,173733,FSD
10878,Making It Real @  Agnes Riley,Children's Centre Adult Learning,Agnes Riley One O' Clock Club,Atkins Road,,,London,SW12 0AH,529363,173778,FSD
10881,Wellness Course For Women At  Agnes Riley One O'Clock Club,Children's Centre Adult Learning,Agnes Riley One O'clock Club,Atkins Road,,,London,SW12 0AH,529363,173778,FSD
10792,Women's Group At Tree House Children's Centre,Children's Centre Adult Learning,66 Upper Tulse Hill,,,,London,SW2 2RW,530750,173730,FSD
10149,Creative Arts And Wellbeing Course  At Treehouse Children's Centre,Children's Centre Adult Learning,Treehouse Children's Centre,66 Upper Tulse Hill,,,London,SW2 2RW,530704,173733,FSD
10155,E.S.O.L. At Clapham Manor Children's Centre,Children's Centre Esol,Clapham Manor Children's Centre ,16 Belmont Close,,,London,SW4 6AT,529512,175691,FSD
10158,Employment Support At Maytree Children's Centre,Children's Centre Employment Support,Maytree Children's Centre,4 Allingham Road,,,London,SW4 8EG,529959,174165,FSD
11193,Citizen's Advice At Maytree Children's Centre,Children's Centre Financial Advice,Maytree Children's Centre,4 Allingham Road,,,London,SW4 8EG,529959,174165,FSD
10070,Norwood Better Start Area: Benton's Lane Children's Centre,Children's Centre,18 Benton's Lane,,,,London,SE27 9UD,532372,171471,FSD
10071,Norwood Better Start Area: Rosendale Children's Centre,Children's Centre,Rosendale Primary School,Rosendale Road,,,London,SE21 8LR,532266,173633,FSD
10072,Norwood Better Start Area: Crown Lane Children's Centre,Children's Centre,Crown Lane Primary School,Crown Lane,,,London,SW16 3HX,531573,171076,FSD
10746,Norwood Park Stay And Play One O'Clock Club,Stay And Play One O'Clock Club,Norwood Park One O Clock Club,Norwood Park,,,London,SE19 1EA,532741,171265,FSD
10064,Brixton Tulse Hill Better Start Area: Loughborough Children's Centre,Children's Centre,Loughborough Childrens Centre,Loughborough Primary School,Minet Road,,London,SW9 7UA,531692,176164,FSD
10065,Brixton Tulse Hill Better Start Area: Jubilee Children's Centre,Children's Centre,Jubilee Primary School,Tulse Hill,,,London,SW2 2JE,531152,174290,FSD
10068,Brixton Tulse Hill Better Start Area: Effra At Brockwell Children's Centre,Children's Centre,One O Clock Club,Brockwell Park,Arlingford Road,,London,SW2 2TA,531317,174204,FSD
11278,Baby And Me At Jubilee Children's Centre,Children's Centre Adult Learning,Jubilee Children's Centre,Tulse Hill,,,London,SW2 2JE,531152,174290,FSD
11279,Making A Mosaic Course At Jubilee Children's Centre,Children's Centre Adult Learning,Jubilee Children's Centre,Tulse Hill,,,London,SW2 2JE,531152,174290,FSD
10913,Sewing Class At Jubilee Children's Centre,Children's Centre Adult Learning,Jubilee Children Centre,Tulse Hill,,,London,SW2 2JE,531152,174290,FSD
10139,Young Parents Group At Loughborough Children's Centre,Children's Centre Young Parents,Loughborough Children's Center ,Minet Road,,,London,SW9 7UA,531692,176164,FSD
10912,Co-Parenting For Young Parents With St Michaels Fellowship,Children's Centre Young Parents,,,,,,,,,FSD
11183,Breastfeeding Support Group At Jubilee Children's Centre,Children's Centre Health Visiting,Jubilee Children's Centre,Tulse Hill,,,London,SW2 2JE,531152,174290,FSD
10193,E.S.O.L. At Loughborough Children's Centre,Children's Centre Esol,Loughborough Childrens Centre,Minet Road,,,London,SW9 7UA,531692,176164,FSD
10164,Hand Sewing Embroidery Class At Loughborough Children's Centre,Children's Centre Adult Learning,Loughborough Children's Centre,Minet Road,,,London,SW9 7UA,531692,176164,FSD
10915,Sing And Read With Me,Children's Centre Stay And Play,N/A Online Monthly,,,,,,531692,176164,FSD
10910,Small Group Chatterbox  At Loughborough Children's Centre,Children's Centre Stay And Play,Loughborough Childrens Centre,Minet Road,,,London,SW9 7UA,531692,176164,FSD
10911,Online Chattertime With Evelina London S.L.T.,Speech And Language Therapy,,,,,,,,,FSD
10107,Baby And Me Messy Play At Loughborough Children's Centre,Children's Centre Stay And Play,Loughborough Children's Centre,Minet Road,,,London,SW9 7UA,531692,176164,FSD
10133,Muslim Women's Group At Brockwell One O'Clock Club,Children's Centre Stay And Play,One O Clock Club,Brockwell Park,Arlingford Road,,London,SW2 2TA,531317,174204,FSD
10142,Rising Stars Stay And Play At Jubilee Children's Centre,Children's Centre Stay And Play,Jubilee Children's Centre,Tulse Hill,,,London,SW2 2JE,531152,174290,FSD
10900,Stay And Play At Loughborough Children's Centre,Children's Centre Stay And Play,Loughborough Children's Centre,Minet Road,,,London,SW9 7UA,531692,176164,FSD
10898,Virtual Breastfeeding Support Group,Breastfeeding Support,N/A Online Only,,,,,,531152,174290,FSD
10125,Natural Thinkers At Brockwell One O'Clock Club,Children's Centre Stay And Play,One O Clock Club,Brockwell Park,Arlingford Road,,London,SW2 2TA,531317,174204,FSD
10904,Rose Vouchers At Jubilee Children's Centre,Diet And Nutrition,Jubilee Children's Centre,Tulse Hill,,,London,SW2 2JE,531152,174290,FSD
10916,Rose Vouchers At Loughborough Children's Centre,Diet And Nutrition,Loughborough Childrens Centre,Minet Road,Minet Road,,London,SW9 7UA,531692,176164,FSD
10239,Inspirational Youth,Organisation,The John Corfield Centre,Conyers Road,Streatham,,London,SW16 6LS,529638,170898,FSD
10237,Martial Arts And Youth Mentoring - Warrior Mindset Programme,Youth Projects,The John Corfield Centre,Conyers Road,Streatham,,London,SW16 6LS,529638,170898,FSD
10238,Martial Arts And Youth Mentoring - Peaceful Warrior Programme',Youth Projects,The John Corfield Centre,Conyers Road,Streatham,,London,SW16 6LS,529638,170898,FSD
10984,Dream BiG Storytelling & Music Creation Workshop,Activity,3 Space, International House,Canterbury Crescent,,London,SW9 7QD,531177,175578,FSD
11306,Dream BiG Urban Film Club,Activity,Rathbone Society,The Old Library,14 - 16 Knight's Hill,West Norwood ,London,SE27 0HY,531887,172127,FSD
10269,Dream BiG Football Elite Programme,Activity,Max Roach Adventure Playground,Villa Road,Brixton,,London,SW9 7NE,531339,175911,FSD
11221,Dream BiG Employment Hub,Training And Employment,3 Space,International House,Canterbury Crescent,,London,SW9 7QD,531177,175578,FSD
10293,Centre 70,Organisation,46 Knight's Hill,,,,London,SE27 0JD,531868,172001,FSD
10327,Lambeth Tigers,Organisation,Myatts Fields Park,Knatchbull Road ,,,London,SE5 9RA,531825,176870,FSD
10344,Lambeth College - Brixton Centre,College,Lambeth College,54 - 56 Brixton Hill,,,London,SW2 1QS,530745,174738,FSD
10345,Lambeth College - Clapham Centre,College,Lambeth College,45 Clapham Common South Side,,,London,SW4 9BL,529220,174941,FSD
10481,S.L.A.M.- 24hr Mental Health Crisis Line,Support & Advice,,,,,,,,,FSD
10396,M.I.N.D.,Organisation,,,,,,,,,FSD
10403,Youth Employment Uk Free Skills & Careers Activities,Activity,N/A Telephone & Online Only ,,,,,,530919,175202,FSD
10440,The Dream Project,Organisation,3space,International House,Canterbury Crescent,,London,SW9 7QE,531177,175578,FSD
10505,Little Village,Organisation,N/A online only ,,,,,,530919,175202,FSD
10539,BASE Dance Studios,Activity,4 Tinworth Street,,,,London,SE11 5EJ,530488,178398,FSD
10553,Cool It Art Online,Organisation,Vauxhall Gardens Community Centre,5 Glasshouse Walk,,,London,SE11 5ES,530477,178337,FSD
10564,South London Botanical Institute,Organisation,323 Norwood Road,,,,London,SE24 9AQ,531787,173171,FSD
10567,Lerato Community Initiative,Organisation,3 Space International House,6 Canterbury Crescent,,Brixton,London,SW9 7QD,531177,175578,FSD
10577,The H.E.B.E Foundation,Organisation,823 Wandsworth Road,,,,London,SW8 3JL,528621,175753,FSD
10594,Clapham Film Unit - Animate At Home,Holiday Activities,N/A online only ,,,,,,530917,175095,FSD
10595,Lambeth Made,Organisation,Civic Centre,6 Brixton Hill,,,London,SW2 1EG,530917,175095,FSD
10823,Escalate Football Development Programme (5 - 11 Years Old),Activity,Woodmansterne School,Stockport Road,,,London,SW16 5XE,529690,169799,FSD
10610,Vauxhall Leisure Centre,Leisure,50 South Lambeth Road,,,,London,SW8 1DY,530386,177756,FSD
10614,Hook House Community Centre  - Food Bank & Community Services,Organisation,Hook House,,Knight's Hill,,London,SE27 0EN,531853,171049,FSD
10638,Kennington Park Community Centre,Organisation,Kennington Park Community Centre,Harleyford Street,,,London,SE11 5SY,531142,177643,FSD
10643,Cleaver Square,Parks And Playgrounds,Cleaver Square,,,,London,SE11 4EA,531479,178221,FSD
10644,Grafton Square,Parks And Playgrounds,Grafton Square,,,,London,SW4 0DE,529347,175539,FSD
10645,Hillside Gardens Park,Parks And Playgrounds,Hillside Road,,,,London,SW2 3HL,531099,172774,FSD
10646,Kennington Park,Parks And Playgrounds,Kennington Park Road,,,,London,SE11 4BE,531471,177710,FSD
10647,Larkhall Park,Parks And Playgrounds,Courland Grove,,,,London,SW8 2PX,529817,176520,FSD
10648,Loughborough Park,Parks And Playgrounds,Moorland Road,,,,London,SW9 8UA,531632,175450,FSD
10649,Max Roach Park,Parks And Playgrounds,Brixton Road,,,,London,SW9 7ND,531244,175963,FSD
10650,Milkwood Community Park,Parks And Playgrounds,Milkwood Road,,,,London,SE24 0HZ,532044,175325,FSD
10651,"Mostyn, Olive Morris And Dan Leno Gardens",Parks And Playgrounds,,,,,,,,,FSD
10652,Myatt's Fields Park,Parks And Playgrounds,Cormont Road,,,,London,SE5 9RA,531707,176522,FSD
10653,Norwood Park,Parks And Playgrounds,Salter's Hill,,,,London,SE19 1DZ,532602,171054,FSD
10655,Redevelopment Of Archbishops Park Sports Facilities,Parks And Playgrounds,Carlisle Lane,,,,London,SE1 7LE,530877,179166,FSD
10656,Rush Common,Parks And Playgrounds,Brixton Hill,,,,London,SW2,530919,175202,FSD
10657,Ruskin Park,Parks And Playgrounds,Ruskin Park,Denmark Hill,,,London,SE5 8EL,532548,175780,FSD
10658,St Mary's Gardens,Parks And Playgrounds,Lambeth Palace Road,,,,London,SE1 7EP,530758,179616,FSD
10660,St Paul's Churchyard - Eden At St Paul's,Parks And Playgrounds,Rectory Grove,,,,London,SW4 0DR,529244,175751,FSD
10662,Streatham Common,Parks And Playgrounds,,,,,,,,,FSD
10663,Streatham Common,Parks And Playgrounds,Streatham High Road,,,,London,SW16 1BS,530175,172391,FSD
10664,Streatham Vale Park,Parks And Playgrounds,Abercairn Road,,,,London,SW16 5AL,529101,169976,FSD
10665,The Rookery,Parks And Playgrounds,The Rookery Barn,The Rookery,Streatham Common South,,London,SW16 3BX,531011,170853,FSD
10666,Van Gogh Walk,Parks And Playgrounds,Van Gogh Walk,,,,London,SW9 0HD,530903,177050,FSD
10667,Vauxhall Park,Parks And Playgrounds,Fentiman Road,,,,London,SW8 1JY,530434,177573,FSD
10668,Vauxhall Pleasure Gardens,Parks And Playgrounds,Tyers Street,,,,London,SE11 5HL,530593,178250,FSD
10639,Agnes Riley Gardens,Parks And Playgrounds,Atkins Road,,,,London,SW12 0AH,529292,173776,FSD
10640,Brockwell Park,Parks And Playgrounds,Brockwell Park Gardens,,,,London,SE24 9BJ,531625,173606,FSD
10642,Serious About Tennis,Organisation,,,,,,,,,FSD
10670,Pro Touch S.A. Academy Of Excellence,Organisation,,,,,,,,,FSD
10726,"The Rose Arts London - Dance, Drama School And Talent Agency",Organisation,Woodmansterne School And Children's Centre,Stockport Road,,,London,SW16 5UQ,529748,169827,FSD
10747,Mud Club at The Spinney,Stay And Play One O'Clock Club,The Spinney,Windmill Drive,,,London,SW4 9DE,528931,174736,FSD
10920,Lambeth Youth Council - The Advocate Voice For Young People In Lambeth,Activity,Lambeth Town Hall,Brixton Hill,,,London,SW2 1RW,530919,175202,FSD
10966,South London Warehouse (Clapham Park Foodbank),Food Bank,St Margarets Church,Streatham Hill,,,London,SW2 3BH,530806,172718,FSD
10967,Vauxhall Foodbank,Food Bank,Vauxhall Foodbank,105 Tyers Street,,,London,SE11 5HS,530700,178278,FSD
10968,Norwood & Brixton Foodbank,Food Bank,South London Warehouse,c/o St Margarets Church,Barcombe Avenue,Streatham HIll,London,SW2 3BH,530806,172718,FSD
10995,Exceed Reading Stars,Organisation,Moorlands Community Centre,50A Corry Drive,,,London,SW9 8QT,531620,175170,FSD
11110,Swan Family Centre Lambeth,Family Contact Centres,14 White Hart Street,,,,London,SE11 4EP,531460,178324,FSD
11199,Kids' City At Reay Primary School – After School Club,After School Club,Reay Primary School,Hackford Road,,,London,SW9 0EN,530997,177078,FSD
11143,Kids' City At Reay Primary School - Breakfast Club,Breakfast Club,Reay Primary School House,Hackford Road,,,London,SW9 0EN,530997,177078,FSD
11202,Vanguard School,Special Schools,Vanguard School,Lollard Street,Kennington,,London,SE11 6QH,531197,178633,FSD
11294,Mulberry Outdoor Stay And Play,Stay And Play One O'Clock Club,The Mulberry Centre,Myatt’s Fields Park,,,London,SE5 9LP,531908,176771,FSD
11284,Guide Dogs,Organisation,Guide Dogs,20 Thanet Street,,,London,WC1H 9QL,530116,182667,FSD
11293,Turn2us,Organisation,N/A online only,,,,,,530917,175095,FSD
11353,Werewolves Of London Special Ice Hockey Club,Organisation,Streatham Ice And Leisure Centre,390 Streatham High Road,,,London,SW16 6HX,530029,171082,FSD

