System_Ref,FIS_Provider_Name,Upload_to_FIDy,Level_3_Description
10890,Snuggle Time Story Session,FSD,Parent and toddler groups
10890,Snuggle Time Story Session,FSD,Stay and Play one o'clock clubs
10898,Virtual Breastfeeding Support Group,FSD,Breastfeeding support services
10898,Virtual Breastfeeding Support Group,FSD,Better Start Brixton Tulse Hill
10900,Stay And Play At Loughborough Children's Centre,FSD,
10900,Stay And Play At Loughborough Children's Centre,FSD,Stay and play
10900,Stay And Play At Loughborough Children's Centre,FSD,Parent and toddler groups
10904,Rose Vouchers At Jubilee Children's Centre,FSD,Healthy eating
10904,Rose Vouchers At Jubilee Children's Centre,FSD,Better Start Brixton Tulse Hill
10910,Small Group Chatterbox  At Loughborough Children's Centre,FSD,
10910,Small Group Chatterbox  At Loughborough Children's Centre,FSD,Stay and play
10910,Small Group Chatterbox  At Loughborough Children's Centre,FSD,Speech and language support
10911,Online Chattertime With Evelina London S.L.T.,FSD,Speech and language support
10911,Online Chattertime With Evelina London S.L.T.,FSD,Better Start Brixton Tulse Hill
10912,Co-Parenting For Young Parents With St Michaels Fellowship,FSD,Support for young parents
10913,Sewing Class At Jubilee Children's Centre,FSD,Family learning
10913,Sewing Class At Jubilee Children's Centre,FSD,Courses for adults
10915,Sing And Read With Me,FSD,Stay and play
10916,Rose Vouchers At Loughborough Children's Centre,FSD,Healthy eating
10920,Lambeth Youth Council - The Advocate Voice For Young People In Lambeth,FSD,Youth clubs
10920,Lambeth Youth Council - The Advocate Voice For Young People In Lambeth,FSD,Volunteering and work experience
10922,Small Group Baby Explorers 0 To 18 Months At Benton's Lane Children's Centre,FSD,Stay and play
10922,Small Group Baby Explorers 0 To 18 Months At Benton's Lane Children's Centre,FSD,Better Start Streatham
10923,Small Group Stay And Play 0 To 4 Years At Benton's Lane Children's Centre,FSD,Stay and play
10923,Small Group Stay And Play 0 To 4 Years At Benton's Lane Children's Centre,FSD,Better Start Streatham
10924,Employment And Training Support  At Benton's Lane Children's Centre,FSD,Finding employment
10924,Employment And Training Support  At Benton's Lane Children's Centre,FSD,Better Start Streatham
10926,Keeping It Real At Benton's Lane Children's Centre,FSD,Family learning
10926,Keeping It Real At Benton's Lane Children's Centre,FSD,Courses for adults
10926,Keeping It Real At Benton's Lane Children's Centre,FSD,Better Start Streatham
10927,Messy Play At Benton's Lane Children's Centre,FSD,Stay and play
10927,Messy Play At Benton's Lane Children's Centre,FSD,Better Start Streatham
10929,Stay And Play At Sunnyhill Children's Centre,FSD,Stay and play
10929,Stay And Play At Sunnyhill Children's Centre,FSD,Better Start Streatham
10930,Making It Real @ Benton's Lane,FSD,Speech and language support
10930,Making It Real @ Benton's Lane,FSD,Better Start Streatham
10932,Chat And Play With A Better Start Worker At Benton's Lane Children's Centre,FSD,Parenting support
10932,Chat And Play With A Better Start Worker At Benton's Lane Children's Centre,FSD,Better Start Streatham
10934,Natural Thinkers At Hillside Gardens One O'Clock Club,FSD,Stay and play
10934,Natural Thinkers At Hillside Gardens One O'Clock Club,FSD,Better Start Streatham
10938,Making It Real At Hitherfield Children's Centre,FSD,Family learning
10938,Making It Real At Hitherfield Children's Centre,FSD,Courses for adults
10938,Making It Real At Hitherfield Children's Centre,FSD,Better Start Streatham
10944,Chat And Play With A Better Start Worker At Streatham Hub Children's Centre,FSD,
10944,Chat And Play With A Better Start Worker At Streatham Hub Children's Centre,FSD,Family learning
10947,Move And Groove At Sunnyhill Children's Centre,FSD,Stay and play
10947,Move And Groove At Sunnyhill Children's Centre,FSD,Better Start Streatham
10948,Small Group Baby Explorers 0 To18 Months At Sunnyhill Children's Centre,FSD,Stay and play
10948,Small Group Baby Explorers 0 To18 Months At Sunnyhill Children's Centre,FSD,Better Start Streatham
10952,Chattertime At Sunnyhill Children's Centre,FSD,Speech and language support
10952,Chattertime At Sunnyhill Children's Centre,FSD,Better Start Streatham
10957,Small Group Stay And Play 0 To 4 Years At Hitherfield Children's Centre,FSD,Stay and play
10957,Small Group Stay And Play 0 To 4 Years At Hitherfield Children's Centre,FSD,Better Start Streatham
10958,Small Group A.S.D. Stay And Play At Hillside Gardens One O'Clock Club,FSD,Stay and play
10958,Small Group A.S.D. Stay And Play At Hillside Gardens One O'Clock Club,FSD,Better Start Clapham Brixton Hill
10963,Stay And Play At Jessop Children's Centre,FSD,Stay and play
10963,Stay And Play At Jessop Children's Centre,FSD,Better Start Brixton Stockwell
10964,Chat And Play At Liz Atkinson Children's Centre,FSD,Stay and play
10965,L.E.A.P. Snuggle Time Story Session,FSD,
10965,L.E.A.P. Snuggle Time Story Session,FSD,Bonding and relationships
10966,South London Warehouse (Clapham Park Foodbank),FSD,Food banks
10967,Vauxhall Foodbank,FSD,Food banks
10968,Norwood & Brixton Foodbank,FSD,Food banks
10969,Fulham Girls Kicks Streatham Vale,FSD,Sports
10970,Fulham Girls Kicks Elmgreen School,FSD,Sports
10971,Fulham Girls Kicks Marcus Lipton,FSD,Youth clubs
10971,Fulham Girls Kicks Marcus Lipton,FSD,Sports
10984,Dream BiG Storytelling & Music Creation Workshop,FSD,"Music, dance and drama"
10984,Dream BiG Storytelling & Music Creation Workshop,FSD,Creative Arts and Multimedia
10995,Exceed Reading Stars,FSD,Out of school tuition
11010,Swimbies,FSD,Sports
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,Stay and play
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,Parent and toddler groups
11080,Baby Explorers 0 To 8 Months At Ethelred Children's Centre,FSD,Better Start North Lambeth
11084,Natural Thinkers At Ethelred Children's Centre,FSD,Stay and play
11084,Natural Thinkers At Ethelred Children's Centre,FSD,Better Start North Lambeth
11092,Stay And Play At Stockwell Children's Centre,FSD,Stay and play
11092,Stay And Play At Stockwell Children's Centre,FSD,Better Start Brixton Stockwell
11103,Jigsaw Contact Service,FSD,Support for young parents
11103,Jigsaw Contact Service,FSD,Family Contact Centres
11110,Swan Family Centre Lambeth,FSD,Family Contact Centres
11111,Aim High Dance Academy,FSD,"Music, dance and drama"
11111,Aim High Dance Academy,FSD,Sports
11120,Play Out! 18 Months To 4 Years At Hitherfield Children's Centre,FSD,Stay and play
11120,Play Out! 18 Months To 4 Years At Hitherfield Children's Centre,FSD,Better Start Streatham
11121,Get Going With Sewing At Benton's Lane Children's Centre,FSD,Family learning
11121,Get Going With Sewing At Benton's Lane Children's Centre,FSD,Courses for adults
11121,Get Going With Sewing At Benton's Lane Children's Centre,FSD,Better Start Streatham
11122,Baby Explorers At Streatham Hub Children's Centre,FSD,Stay and play
11122,Baby Explorers At Streatham Hub Children's Centre,FSD,Better Start Streatham
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,Stay and play
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,Parent and toddler groups
11123,Play Out! 18 Months To 4 Years At Hillside One O'Clock Club,FSD,Better Start Streatham
11125,Baby Massage 0 To 6 Months  At Benton's Lane Children's Centre,FSD,
11125,Baby Massage 0 To 6 Months  At Benton's Lane Children's Centre,FSD,Family learning
11125,Baby Massage 0 To 6 Months  At Benton's Lane Children's Centre,FSD,Better Start Streatham
11135,Health Visitors Development Reviews At Ethelred Children's Centre,FSD,Health Visiting Services
11135,Health Visitors Development Reviews At Ethelred Children's Centre,FSD,Better Start North Lambeth
11143,Kids' City At Reay Primary School - Breakfast Club,FSD,Breakfast and after school clubs
11148,Making It Real At Ethelred Children's Centre,FSD,Family learning
11148,Making It Real At Ethelred Children's Centre,FSD,Courses for adults
11148,Making It Real At Ethelred Children's Centre,FSD,Children's Centres and One O'Clock clubs
11148,Making It Real At Ethelred Children's Centre,FSD,Better Start North Lambeth
11149,S.E.N.D. 1:1 Sessions (By Invite Only) At Ethelred Children's Centre,FSD,
11149,S.E.N.D. 1:1 Sessions (By Invite Only) At Ethelred Children's Centre,FSD,Better Start North Lambeth
11153,Toddlers Explorers - 9 Months And Over At Ethelred Children's Centre,FSD,Stay and play
11153,Toddlers Explorers - 9 Months And Over At Ethelred Children's Centre,FSD,Better Start North Lambeth
11162,Cook Up With St Michaels At Henry Fawcett Children's Centre,FSD,Healthy eating
11162,Cook Up With St Michaels At Henry Fawcett Children's Centre,FSD,Better Start North Lambeth
11167,Chattertime At Benton's Lane Children's Centre,FSD,Stay and play
11167,Chattertime At Benton's Lane Children's Centre,FSD,Speech and language support
11167,Chattertime At Benton's Lane Children's Centre,FSD,Better Start Streatham
11168,Childminders And Professional Carers' Group Benton's Lane Children's Centre,FSD,Stay and play
11168,Childminders And Professional Carers' Group Benton's Lane Children's Centre,FSD,Better Start Streatham
11171,Natural Thinkers Family Fun At Liz Atkinson Children's Centre,FSD,Stay and play
11171,Natural Thinkers Family Fun At Liz Atkinson Children's Centre,FSD,Better Start Brixton Stockwell
11183,Breastfeeding Support Group At Jubilee Children's Centre,FSD,Health Visiting Services
11183,Breastfeeding Support Group At Jubilee Children's Centre,FSD,Better Start Brixton Tulse Hill
11190,Women's Advice Surgery At Liz Atkinson Children's Centre,FSD,
11190,Women's Advice Surgery At Liz Atkinson Children's Centre,FSD,Money matters (benefits and debt)
11190,Women's Advice Surgery At Liz Atkinson Children's Centre,FSD,Better Start Brixton Stockwell
11191,Leap - Chattertime At Tree House Children's Centre,FSD,Speech and language support
11191,Leap - Chattertime At Tree House Children's Centre,FSD,Better Start Clapham Brixton Hill
11193,Citizen's Advice At Maytree Children's Centre,FSD,Money matters (benefits and debt)
11193,Citizen's Advice At Maytree Children's Centre,FSD,Better Start Clapham Brixton Hill
11199,Kids' City At Reay Primary School – After School Club,FSD,Breakfast and after school clubs
11202,Vanguard School,FSD,Special schools
11202,Vanguard School,FSD,16 - 19 Specialist Provision
11221,Dream BiG Employment Hub,FSD,
11221,Dream BiG Employment Hub,FSD,Courses for young adults
11278,Baby And Me At Jubilee Children's Centre,FSD,Family learning
11278,Baby And Me At Jubilee Children's Centre,FSD,Courses for adults
11278,Baby And Me At Jubilee Children's Centre,FSD,Better Start Brixton Tulse Hill
11279,Making A Mosaic Course At Jubilee Children's Centre,FSD,Family learning
11279,Making A Mosaic Course At Jubilee Children's Centre,FSD,Courses for adults
11279,Making A Mosaic Course At Jubilee Children's Centre,FSD,Better Start Brixton Tulse Hill
11284,Guide Dogs,FSD,
11284,Guide Dogs,FSD,Hearing and visual impairment
11293,Turn2us,FSD,Money matters (benefits and debt)
11294,Mulberry Outdoor Stay And Play,FSD,Stay and Play one o'clock clubs
11296,S.L.A.M.- 24hr Mental Health Crisis Line,FSD,
11296,S.L.A.M.- 24hr Mental Health Crisis Line,FSD,Mental health
11296,S.L.A.M.- 24hr Mental Health Crisis Line,FSD,Mental health and well being
11297,Christ Church (Streatham) Church Of England Primary School - Early Birds Breakfast Club,FSD,Breakfast and after school clubs
11306,Dream BiG Urban Film Club,FSD,Youth clubs
11306,Dream BiG Urban Film Club,FSD,Creative Arts and Multimedia
11353,Werewolves Of London Special Ice Hockey Club,FSD,Sports
11355,Specialist Infant Feeding One One  Session At Henry Fawcett Children''s Centre,FSD,
11355,Specialist Infant Feeding One One  Session At Henry Fawcett Children''s Centre,FSD,Health Visiting Services
11355,Specialist Infant Feeding One One  Session At Henry Fawcett Children''s Centre,FSD,Better Start North Lambeth
11357,Child Health Clinic At Henry Fawcett Chidlren's Centre,FSD,Health Visiting Services
11357,Child Health Clinic At Henry Fawcett Chidlren's Centre,FSD,Better Start North Lambeth
11358,Illustrate A Book With Morley College At Ethelred Children's Centre,FSD,Family learning
11358,Illustrate A Book With Morley College At Ethelred Children's Centre,FSD,Courses for adults
11358,Illustrate A Book With Morley College At Ethelred Children's Centre,FSD,Better Start North Lambeth
11367,Mosaic Course At Jessop Children's Centre,FSD,Family learning
11367,Mosaic Course At Jessop Children's Centre,FSD,Courses for adults
11367,Mosaic Course At Jessop Children's Centre,FSD,Better Start Brixton Stockwell
11368,Early Words Together - 2 Years Literacy Development At Hitherfield Children's Centre,FSD,Speech and language support
11368,Early Words Together - 2 Years Literacy Development At Hitherfield Children's Centre,FSD,Better Start Streatham
11370,Chattertime At Tree House Children's Centre,FSD,Speech and language support
11370,Chattertime At Tree House Children's Centre,FSD,Better Start Clapham Brixton Hill
11394,Play Out! At Benton's Lane Children's Centre,FSD,Stay and play
11394,Play Out! At Benton's Lane Children's Centre,FSD,Better Start Streatham
11395,Meet And Greet For New Parents And Children At Benton's Lane Children's Centre,FSD,
11395,Meet And Greet For New Parents And Children At Benton's Lane Children's Centre,FSD,Better Start Streatham

